名称 (Name),详情链接 (Link),图片链接 (Image),目 (Order),科 (Family),属 (Genus)
蓝顶鹦哥 / Turquoise-fronted Amazon / Amazona aestiva,https://www.huaniao8.com/niao/73599.html,https://hn8i.7img.cn/Yzk3NjgwN2UzYzgzMTM2YmJkYzA4ZDFlYTlmYzBkNDgvMjUwLzMyMC9mZjA0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
地鹦鹉 / Eastern Ground Parrot / Pezoporus wallicus,https://www.huaniao8.com/niao/74652.html,https://hn8i.7img.cn/MTFlYzE2NzJiNzNiMjg3YWU0NDBlYWU2ZDA5OWFkNzUvMjUwLzMyMC9kMjNh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Pezoporus
乌岛翎冠鹦鹉 / Ouvea Parakeet / Eunymphicus uvaeensis,https://www.huaniao8.com/niao/73321.html,https://hn8i.7img.cn/ZjJhZDM0ZGNiNDJjMzlkMGY5YzMxOWI1YWUxODI0MWYvMjUwLzMyMC82MGQ1.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Eunymphicus
红头鹦哥 / Red-masked Parakeet / Psittacara erythrogenys,https://www.huaniao8.com/niao/73247.html,https://hn8i.7img.cn/MDAxZTBkY2Y0MmExMTI5YzY5ZjYyNWQ1Y2JmMDI4ZTAvMjUwLzMyMC84Mjc1.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacara
绯额鹦哥 / Finsch’s Parakeet / Psittacara finschi,https://www.huaniao8.com/niao/72954.html,https://hn8i.7img.cn/NzIzYTNlZmU3MzExMTliN2RmZTBiYjI5YTgwMGU4NTEvMjUwLzMyMC84MWQw.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacara
秃鹦哥 / Bald Parrot / Pyrilia aurantiocephala,https://www.huaniao8.com/niao/74562.html,https://hn8i.7img.cn/OThmMzRkMGFiZGVkNDI2YjVlYzViNmZlYjQ0OTU4MDkvMjUwLzMyMC84OWZj.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrilia
古巴白额鹦哥 / Cuban Amazon / Amazona leucocephala,https://www.huaniao8.com/niao/72900.html,https://hn8i.7img.cn/ODM0MzBkOGViZDFhNjgyZWFjNjJlZTE5OTliMzI3OTYvMjUwLzMyMC85ZTQ2.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
长嘴凤头鹦鹉 / Long-billed Corella / Cacatua tenuirostris,https://www.huaniao8.com/niao/72405.html,https://hn8i.7img.cn/ZmRlYzE0NmZmOGJkNmFmNWI5Y2JiOGE5ZjVhNDE2NGYvMjUwLzMyMC9mZjY5.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Cacatua
红斑鹦鹉 / Red-fronted Lorikeet / Charmosyna rubronotata,https://www.huaniao8.com/niao/74570.html,https://hn8i.7img.cn/NjE2NmVjZTdjZWIyNTNhMmY1NzdmZmE5NThkYzdjNDAvMjUwLzMyMC84OTRk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
黑嘴鹦哥 / Black-billed Amazon / Amazona agilis,https://www.huaniao8.com/niao/72124.html,https://hn8i.7img.cn/YmVkYmU0Nzk1YTkwMTBjODdhMDFhMTk0NDliYTNiOWUvMjUwLzMyMC9lYmE0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
戈氏凤头鹦鹉 / Tanimbar Corella / Cacatua goffiniana,https://www.huaniao8.com/niao/72722.html,https://hn8i.7img.cn/MDcxZjM3NWNmY2JlYTk5OGQ5ZWM2MThmODgyOTA0OWIvMjUwLzMyMC8wYmYx.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Cacatua
虎皮鹦鹉 / Budgerigar / Melopsittacus undulatus,https://www.huaniao8.com/niao/72051.html,https://hn8i.7img.cn/NDQyM2UxNjYwZDY5ZmYyMjg0ODgzYWY2ZDY4ZGNmMmYvMjUwLzMyMC85ZmIw.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Melopsittacus
淡紫尾鹦哥 / Lilac-tailed Parrotlet / Touit batavicus,https://www.huaniao8.com/niao/71473.html,https://hn8i.7img.cn/MjBjNjZiNDNlYjdjNTMyNDBiMDA2NWQzMDZkZDkyODYvMjUwLzMyMC84MDc5.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Touit
褐背鹦哥 / Brown-backed Parrotlet / Touit melanonotus,https://www.huaniao8.com/niao/70537.html,https://hn8i.7img.cn/NGQ2NzY5YjhkYmM3NmVhNjBjNmJjOTQ2Y2E4YWU5NzAvMjUwLzMyMC9jZWFl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Touit
紫顶鹦鹉 / Purple-crowned Lorikeet / Parvipsitta porphyrocephala,https://www.huaniao8.com/niao/70039.html,https://hn8i.7img.cn/MWRiMDZiMjgwZmQ2ZThjY2JjNGViZGMyOTFkMGZkZjIvMjUwLzMyMC84N2Zl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Parvipsitta
尼加拉瓜绿鹦哥 / Pacific Parakeet / Psittacara strenuus,https://www.huaniao8.com/niao/70021.html,https://hn8i.7img.cn/NmM3M2UzN2JkNWZmNzRkMjdjYjM2Y2U2ZWJkYzYyYzYvMjUwLzMyMC8xYzli.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psittacara
辉凤头鹦鹉 / Glossy Black Cockatoo / Calyptorhynchus lathami,https://www.huaniao8.com/niao/69802.html,https://hn8i.7img.cn/YmZjMDU1ZTI2ODY3ODNlYzFjNmEwNjI1MzQwNTRkYTgvMjUwLzMyMC8xZTIw.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Calyptorhynchus
新加里东红额鹦鹉 / New Caledonian Parakeet / Cyanoramphus saisseti,https://www.huaniao8.com/niao/68685.html,https://hn8i.7img.cn/ZDQ3OWZkNjU2OWZjNWM2NWEyNmJiNmRjNDk3NDc2OWIvMjUwLzMyMC8wZGE3.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Cyanoramphus
蓝腹鹦哥 / Blue-bellied Parrot / Triclaria malachitacea,https://www.huaniao8.com/niao/69982.html,https://hn8i.7img.cn/YWU4YmY1OTA3ODZlZDgxODU3MDkzNjQxYjJlZjgyYmIvMjUwLzMyMC83M2Rl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Triclaria
蓝额鹦鹉 / Blue-fronted Lorikeet / Charmosyna toxopei,https://www.huaniao8.com/niao/68820.html,https://hn8i.7img.cn/MjI2NWJiZjcyMmNkMGI4MDEzZTk0MDRiYzQ5OTAyYmQvMjUwLzMyMC81OWM1.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
布氏鹦鹉 / Brehm’s Tiger Parrot / Psittacella brehmii,https://www.huaniao8.com/niao/69355.html,https://hn8i.7img.cn/ZjY0YjQ4NDM1ZDA4NmU1MGVjOGMxM2Y4MzE1MjQ0ZTEvMjUwLzMyMC8yZDc1.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacella
红肩鹦哥 / Fuertes’s Parrot / Hapalopsittaca fuertesi,https://www.huaniao8.com/niao/68084.html,https://hn8i.7img.cn/YWQzZGMyZDgzMGMwNmEyNDcwNjU3OTAxNjUyMDY0MDAvMjUwLzMyMC81NDNl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Hapalopsittaca
金黄鹦哥 / Sun Parakeet / Aratinga solstitialis,https://www.huaniao8.com/niao/67981.html,https://hn8i.7img.cn/MjE3MWFiNzFiM2JjOWI3OTkxOWI4Njk3Njc5OGY4YWQvMjUwLzMyMC9mYzk3.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Aratinga
红耳绿鹦鹉 / Musk Lorikeet / Glossopsitta concinna,https://www.huaniao8.com/niao/74534.html,https://hn8i.7img.cn/NzdjMGE1ODY0OGI3ZTI2MzA4ZDgzNDdhYzQwY2ZmM2IvMjUwLzMyMC82ZWU5.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Glossopsitta
黑顶鹦鹉 / Black-capped Lory / Lorius lory,https://www.huaniao8.com/niao/68063.html,https://hn8i.7img.cn/ZTA2MGI0MGYzZThkNDBjZThiMDdlYTI0MGRlMDAwNWIvMjUwLzMyMC8xMjBj.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Lorius
费沙氏情侣鹦鹉 / Fischer’s Lovebird / Agapornis fischeri,https://www.huaniao8.com/niao/67897.html,https://hn8i.7img.cn/ZDVjMzI2ZGJhNWMyZmRmZWJjMzFlZDJmZjNlY2FmZmYvMjUwLzMyMC8yYTM5.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Agapornis
菲律宾凤头鹦鹉 / Red-vented Cockatoo / Cacatua haematuropygia,https://www.huaniao8.com/niao/67613.html,https://hn8i.7img.cn/NTg1YzBmMDA1Y2M2NTI1N2Q4ZmNiOTcwZDE1Njg2ODkvMjUwLzMyMC83M2Fl.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Cacatua
蓝帽鹦鹉 / Eastern Bluebonnet / Northiella haematogaster,https://www.huaniao8.com/niao/67538.html,https://hn8i.7img.cn/MDM0MzllMzZlY2UwNTg0NWRmYjZlZjhhYTliMjFjYTAvMjUwLzMyMC84NjYx.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Northiella
至尊鹦鹉 / Regent Parrot / Polytelis anthopeplus,https://www.huaniao8.com/niao/67289.html,https://hn8i.7img.cn/YjgwOGIxMzdiMjRlMTQ0NTZkZjIyMjhkMDUyZTg1ZGEvMjUwLzMyMC8yMDhk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Polytelis
红尾凤头鹦鹉 / Red-tailed Black Cockatoo / Calyptorhynchus banksii,https://www.huaniao8.com/niao/66724.html,https://hn8i.7img.cn/OTllYzA4MTljMDE1MGUxYjU4NTdhYjUwMGQwZDA5ZTQvMjUwLzMyMC9jYzNj.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Calyptorhynchus
黄眼先鹦哥 / Yucatan Amazon / Amazona xantholora,https://www.huaniao8.com/niao/66663.html,https://hn8i.7img.cn/MGJkMjQxYWQ5YWI0ODI0MDA4MDZjZjIxMjQ3MDI1MjQvMjUwLzMyMC8yMjZj.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
鸡尾鹦鹉 / Cockatiel / Nymphicus hollandicus,https://www.huaniao8.com/niao/66614.html,https://hn8i.7img.cn/MWVhYjYzYTNlOTZiMDEzMTg2N2Q5Njc1NzJlZWI5MDIvMjUwLzMyMC9kOGRi.jpg,鹦形目 / Psittaciformes,凤头鹦鹉科 / Cockatoos / Cacatuidae,Nymphicus
鸮面鹦鹉 / Kakapo / Strigops habroptila,https://www.huaniao8.com/niao/66993.html,https://hn8i.7img.cn/NzlhMjVmM2IyMWFhNzJlODc1NmQzMGRjODU0ODJmYTcvMjUwLzMyMC85YzI4.jpg,鹦形目 / Psittaciformes,鸮鹦鹉科 / New Zealand Parrots / Strigopidae,Strigops
黑冠鹦哥 / Black-headed Parrot / Pionites melanocephalus,https://www.huaniao8.com/niao/66332.html,https://hn8i.7img.cn/ZTYwMjQ4MWUxODMwMDA4MjY4NDBmNWE5Y2IzNWFkZGQvMjUwLzMyMC9iNTE1.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pionites
米氏侏鹦鹉 / Meek’s Pygmy Parrot / Micropsitta meeki,https://www.huaniao8.com/niao/66091.html,https://hn8i.7img.cn/NmIxZWYyOWM2ZWNjNWJhYzFkZTgwODIwZGY2MjUzZGIvMjUwLzMyMC9lZDc1.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Micropsitta
盖加鹦哥 / Caica Parrot / Pyrilia caica,https://www.huaniao8.com/niao/66068.html,https://hn8i.7img.cn/MjEzMjg2NDQxNTA4OTRhMzI5ZmJmOWMxNWJkMmM2MzUvMjUwLzMyMC9lM2Rj.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrilia
威氏鹦鹉 / Pygmy Lorikeet / Charmosyna wilhelminae,https://www.huaniao8.com/niao/64613.html,https://hn8i.7img.cn/YjIwYTRhODY3NjA4YTNhNzY0MWY0MWE1NDQwNDlkNmEvMjUwLzMyMC9jMGFi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
尼安鹦鹉 / Niam-niam Parrot / Poicephalus crassus,https://www.huaniao8.com/niao/64541.html,https://hn8i.7img.cn/ZWUxY2Q2MWM4YzhhNWVmNjVhOTIzNzA1MThlYjJkOTgvMjUwLzMyMC9iNjEy.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Poicephalus
珠色鹦哥 / Crimson-bellied Parakeet / Pyrrhura perlata,https://www.huaniao8.com/niao/64380.html,https://hn8i.7img.cn/MWQ5OWNlZjkzY2EwMjU2MmQ3NGUxYTdiNzliNjA0MmYvMjUwLzMyMC80OTdj.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
黄额褐鹦鹉 / Brown Lory / Chalcopsitta duivenbodei,https://www.huaniao8.com/niao/64259.html,https://hn8i.7img.cn/Yzg5ZjI3ZTk2ZjVlNDk3ZGM2MDRlOGJlNGVkYjk2NDkvMjUwLzMyMC8yNGRl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Chalcopsitta
绯胸鹦鹉 / Red-breasted Parakeet / Psittacula alexandri,https://www.huaniao8.com/niao/64026.html,https://hn8i.7img.cn/YTg1NWQxMzY2NDg1NzkyNTE2NTQ3ZmJkZWRmNTE2ZmEvMjUwLzMyMC85ODVi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psittacula
伯氏鹦鹉 / Bourke’s Parrot / Neopsephotus bourkii,https://www.huaniao8.com/niao/63823.html,https://hn8i.7img.cn/NTg0MGExYzllODk5Zjg5OWJlMmNhYmE3OWQ5YzQyOTYvMjUwLzMyMC9mNzFm.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Neopsephotus
蓝头鹦哥 / Blue-headed Parrot / Pionus menstruus,https://www.huaniao8.com/niao/63510.html,https://hn8i.7img.cn/ZDJhOWY1Yjg1NTFhZmFhOTk0Yjg4ZmM4NjZlMTY5NDgvMjUwLzMyMC8xYmRi.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pionus
纵纹鹦鹉 / Striated Lorikeet / Charmosyna multistriata,https://www.huaniao8.com/niao/64303.html,https://hn8i.7img.cn/YjM2NGZkZDYxYzdlMGI1NzFiNTE0ZWVjODNjNjE3NjgvMjUwLzMyMC81ZDQ2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
红脸鹦哥 / Red-faced Parrot / Hapalopsittaca pyrrhops,https://www.huaniao8.com/niao/63761.html,https://hn8i.7img.cn/MmFhYmI1YjQ0ZTJmOTVkMzY5YTMyNDVhNWQ1ZDhhZWYvMjUwLzMyMC84YTE0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Hapalopsittaca
黑顶鹦哥 / Black-capped Parakeet / Pyrrhura rupicola,https://www.huaniao8.com/niao/63055.html,https://hn8i.7img.cn/MjY2OWM1NzNlYmQwOWUyNWFhZWU0ZDQ2NTA0NzYwOTIvMjUwLzMyMC9kMTRj.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
蓝脸鹦鹉 / Red-flanked Lorikeet / Charmosyna placentis,https://www.huaniao8.com/niao/63007.html,https://hn8i.7img.cn/OTk3ODRiNDU1NzE0ODY1ZTlhMDFiZWM4NDJhZWUwZWUvMjUwLzMyMC9kNDVk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
褐喉鹦哥 / Brown-throated Parakeet / Eupsittula pertinax,https://www.huaniao8.com/niao/62917.html,https://hn8i.7img.cn/MGUzMjEzZWIwZDM5ZjY5MTdjMzJkZTkyNjg2N2RmOTcvMjUwLzMyMC82ZGM0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Eupsittula
黑翅鹦鹉 / Black-winged Lory / Eos cyanogenia,https://www.huaniao8.com/niao/62465.html,https://hn8i.7img.cn/MmExYTZjMzViN2VhZjUzZTIzYjJkZmRhMWM1YzE1YmYvMjUwLzMyMC9hNjM4.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Eos
塞内加尔鹦鹉 / Senegal Parrot / Poicephalus senegalus,https://www.huaniao8.com/niao/62388.html,https://hn8i.7img.cn/NTc0ODZjYzA2NGIzZWY2NWJiNDc3ZjYzMmEyZWI0NGIvMjUwLzMyMC9jNTJh.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Poicephalus
南鹦哥 / Austral Parakeet / Enicognathus ferrugineus,https://www.huaniao8.com/niao/62379.html,https://hn8i.7img.cn/NWE1YTk2YzZlNGUxOGVhOTkyZTZmMGZlMmMxMTQ2MTgvMjUwLzMyMC8zNTk4.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Enicognathus
红腰鹦鹉 / Red-rumped Parrot / Psephotus haematonotus,https://www.huaniao8.com/niao/61744.html,https://hn8i.7img.cn/OGZjMWE4Y2RjOTQ3OWQ2MmIyNDY0NTNmZGM1N2E2NWEvMjUwLzMyMC81OTBl.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Psephotus
金领金刚鹦鹉 / Golden-collared Macaw / Primolius auricollis,https://www.huaniao8.com/niao/61666.html,https://hn8i.7img.cn/NjcyMTdlNDFhYTQ4MjI1ODlkYzMxNTQyZjk3ODE0NjQvMjUwLzMyMC9jMTU1.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Primolius
非洲红额鹦鹉 / Red-fronted Parrot / Poicephalus gulielmi,https://www.huaniao8.com/niao/61456.html,https://hn8i.7img.cn/OGMxNTQ1MTAwOTc1NTMxYWQ3Y2I5YWIyNzliNTMyYWQvMjUwLzMyMC9hZDFl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Poicephalus
暗红额鹦哥 / Maroon-fronted Parrot / Rhynchopsitta terrisi,https://www.huaniao8.com/niao/60953.html,https://hn8i.7img.cn/M2ZhMjg5NGE2ZWIxMWU2NWEzZmMzMWY3YzNlZGFmYTkvMjUwLzMyMC8wZWU4.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Rhynchopsitta
短尾鹦哥 / Short-tailed Parrot / Graydidascalus brachyurus,https://www.huaniao8.com/niao/61212.html,https://hn8i.7img.cn/ZDM0ZDhjOTFhOGRkNjEyMTMzMjI4YTQwNTI1NzM1NDMvMjUwLzMyMC80Yjdi.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Graydidascalus
棕榈鹦鹉 / Palm Lorikeet / Charmosyna palmarum,https://www.huaniao8.com/niao/60734.html,https://hn8i.7img.cn/YmJhMTUxMmIzYzRjYjA1ZDIzOWZmYmMyYTMzNTBlZDAvMjUwLzMyMC9iYzhk.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
蓝背鹦鹉 / Blue-backed Parrot / Tanygnathus sumatranus,https://www.huaniao8.com/niao/60661.html,https://hn8i.7img.cn/YjlmMjI5YmI2YTE2MmMzZjYzZTNiYzZhMTc4MzI5NDEvMjUwLzMyMC8xMzBh.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Tanygnathus
山鹦哥 / Mountain Parakeet / Psilopsiagon aurifrons,https://www.huaniao8.com/niao/60636.html,https://hn8i.7img.cn/NDMzNThlMTQzOTdhNTYwNGVlYmNhYWE4NjFmYmI0MDQvMjUwLzMyMC82Y2E0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psilopsiagon
安第斯鹦哥 / Andean Parakeet / Bolborhynchus orbygnesius,https://www.huaniao8.com/niao/60933.html,https://hn8i.7img.cn/NWU2ZTFjYzAxNzM4NWJiMTMyN2U1ZWZjZjI1YWMzMTYvMjUwLzMyMC9mYmZm.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Bolborhynchus
暗色鹦哥 / Dusky Parrot / Pionus fuscus,https://www.huaniao8.com/niao/60475.html,https://hn8i.7img.cn/MWRjYzFlZjlhM2QxYWRiNmZmNTIwNTg5YzFkZWYwNDkvMjUwLzMyMC8xMWM2.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pionus
乌嘴鹦哥 / Dusky-billed Parrotlet / Forpus modestus,https://www.huaniao8.com/niao/60422.html,https://hn8i.7img.cn/M2MyM2ViMDA0Njc1N2I5YjcwNWQyMGRjZTFhY2M2YTgvMjUwLzMyMC8xNzM0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Forpus
灰顶鹦哥 / Grey-hooded Parakeet / Psilopsiagon aymara,https://www.huaniao8.com/niao/59902.html,https://hn8i.7img.cn/NTI2ZTZkOTk0YTk0ODY3ZmExNjU5YTkwY2M5NTRkN2UvMjUwLzMyMC9iZmNl.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Psilopsiagon
比亚克彩虹鹦鹉 / Biak Lorikeet / Trichoglossus rosenbergii,https://www.huaniao8.com/niao/59825.html,https://hn8i.7img.cn/NjI2MWFkZWM2ZjAzZGRmYTNjOTViNjNmNmIzY2U5NjAvMjUwLzMyMC8wODdi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Trichoglossus
橙额短尾鹦鹉 / Orange-fronted Hanging Parrot / Loriculus aurantiifrons,https://www.huaniao8.com/niao/59686.html,https://hn8i.7img.cn/ZTFkZTI3N2I3OWFhM2U4OTM5OTQzYjBmYmEwZmU3ODYvMjUwLzMyMC81OTYx.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Loriculus
黄领鹦鹉 / Yellow-bibbed Lory / Lorius chlorocercus,https://www.huaniao8.com/niao/60290.html,https://hn8i.7img.cn/ZGQ4NjM5MzE5YmRhNzVhMmVlNzMzMGNlNjk5YmYzYjUvMjUwLzMyMC84MDc2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Lorius
鳞头鹦哥 / Scaly-headed Parrot / Pionus maximiliani,https://www.huaniao8.com/niao/59641.html,https://hn8i.7img.cn/ZTEwODg0OTUwOTIyODdhMzNmYTkyZDU4NzU3YTk2MDIvMjUwLzMyMC9lOTY0.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pionus
红脸鹦鹉 / Red-cheeked Parrot / Geoffroyus geoffroyi,https://www.huaniao8.com/niao/59558.html,https://hn8i.7img.cn/MDc5MTBlNzc1ZTIyZTlkNzFhZDhiNzg0ZjAwOTc5MGIvMjUwLzMyMC9lZWM4.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Geoffroyus
米氏鹦鹉 / Meek’s Lorikeet / Charmosyna meeki,https://www.huaniao8.com/niao/59481.html,https://hn8i.7img.cn/MGI3MTRlNzM4ZDA4M2Y2NGQyMGZhMTE2MDk4NGEwMDUvMjUwLzMyMC9iMmI2.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Charmosyna
纯色鹦哥 / Plain Parakeet / Brotogeris tirica,https://www.huaniao8.com/niao/59431.html,https://hn8i.7img.cn/MDY5ODZlMDM1YmZmMGQzOTM0N2NhYjFiNThiNmNiYTYvMjUwLzMyMC80NjMz.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Brotogeris
芬氏侏鹦鹉 / Finsch’s Pygmy Parrot / Micropsitta finschii,https://www.huaniao8.com/niao/74416.html,https://hn8i.7img.cn/NjRkMTNmMWU5NTVlNjkzNDMwYjgwNWExYzgxOGZmMTAvMjUwLzMyMC9jMGZi.jpg,鹦形目 / Psittaciformes,长尾鹦鹉科 / Old World Parrots / Psittaculidae,Micropsitta
厄瓜多尔鹦哥 / El Oro Parakeet / Pyrrhura orcesi,https://www.huaniao8.com/niao/74348.html,https://hn8i.7img.cn/Yzg1NDk3Mzk2NGJmM2RlOWRjNzc4MjVjOGQzNzZkMWIvMjUwLzMyMC9lYjU2.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
圣卢西亚鹦哥 / St. Lucia Amazon / Amazona versicolor,https://www.huaniao8.com/niao/59196.html,https://hn8i.7img.cn/YmFlMjk0MmVmNDg3NDFmMTNiNDE2YWJjZTlmYzk5MzcvMjUwLzMyMC83OGUz.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
普氏鹦哥 / Pfrimer’s Parakeet / Pyrrhura pfrimeri,https://www.huaniao8.com/niao/74342.html,https://hn8i.7img.cn/YTcxZGE2M2NkYjRhMTM5NTEyMzYwYjEwNDQwNGE4ZDQvMjUwLzMyMC9jZTQ1.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Pyrrhura
黄冠鹦哥 / Yellow-crowned Amazon / Amazona ochrocephala,https://www.huaniao8.com/niao/58579.html,https://hn8i.7img.cn/NTVmZjMwYTk4ZDAwMGI0YjM4MTVhZWVjZjkzYTE3MDIvMjUwLzMyMC83ZWQz.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
啄羊鹦鹉 / Kea / Nestor notabilis,https://www.huaniao8.com/niao/58600.html,https://hn8i.7img.cn/NWI5MGE0Mzc4NTkyOTJmODFmNTU3NmVkYWJjNWU0ZGYvMjUwLzMyMC8yYjMz.jpg,鹦形目 / Psittaciformes,鸮鹦鹉科 / New Zealand Parrots / Strigopidae,Nestor
喜庆鹦哥 / Festive Amazon / Amazona festiva,https://www.huaniao8.com/niao/59111.html,https://hn8i.7img.cn/ZmU5ZjA0MmQ5OGRmZWViMGM1ZjNiZmE5ZmRiMmJlZjYvMjUwLzMyMC9lZTcy.jpg,鹦形目 / Psittaciformes,鹦鹉科 / African and New World Parrots / Psittacidae,Amazona
